Splits	Weights	BYRD_R_Dem	INOUYE_D_Dem	THURMOND_J_Rep	KENNEDY_E_Dem	ROTH_W_Rep	HOLLINGS_E_Dem	STEVENS_T_Rep	SARBANES_P_Dem	BREAUX_J_Dem	COCHRAN_W_Rep	LOTT_C_Rep	BIDEN_J_Dem	DOMENICI_P_Rep	HELMS_J_Rep	BAUCUS_M_Dem	DODD_C_Dem	GRASSLEY_C_Rep	HARKIN_T_Dem	JEFFORDS_J_Rep	LEAHY_P_Dem	AKAKA_D_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	LUGAR_R_Rep	MOYNIHAN_D_Dem	DASCHLE_T_Dem	GRAMM_W_Rep	SNOWE_O_Rep	LEVIN_C_Dem	WARNER_J_Rep	CRAIG_L_Rep	DORGAN_B_Dem	GREGG_J_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	GORTON_T_Rep	MURKOWSKI_F_Rep	NICKLES_D_Rep	BINGAMAN_J_Dem	LAUTENBERG_F_Dem	KERRY_J_Dem	McCONNELL_A_Rep	ROCKEFELLER_J_Dem	BOXER_B_Dem	DeWINE_M_Rep	DURBIN_R_Dem	MACK_C_Rep	McCAIN_J_Rep	REID_H_Dem	TORRICELLI_R_Dem	SMITH_R_Rep	BUNNING_J_Rep	INHOFE_J_Rep	JOHNSON_T_Dem	KYL_J_Rep	BOND_C_Rep	CONRAD_K_Dem	GRAHAM_D_Dem	THOMAS_C_Rep	BRYAN_R_Dem	BURNS_C_Rep	KERREY_J_Dem	KOHL_H_Dem	LIEBERMAN_J_Dem	ROBB_C_Dem	ALLARD_A_Rep	SANTORUM_R_Rep	REED_J_Dem	LINCOLN_B_Dem	HUTCHINSON_T_Rep	CRAPO_M_Rep	GRAMS_R_Rep	BROWNBACK_S_Rep	WELLSTONE_P_Dem	FEINSTEIN_D_Dem	HUTCHISON_K_Rep	BENNETT_R_Rep	MURRAY_P_Dem	FEINGOLD_R_Dem	ABRAHAM_S_Rep	ASHCROFT_J_Rep	FRIST_W_Rep	THOMPSON_F_Rep	SESSIONS_J_Rep	CLELAND_J_Dem	LANDRIEU_M_Dem	COLLINS_S_Rep	HAGEL_C_Rep	SMITH_G_Rep	ENZI_M_Rep	FITZGERALD_P_Rep	BAYH_E_Dem	EDWARDS_J_Dem	VOINOVICH_G_Rep	SHELBY_R_Rep	CAMPBELL_B_Rep	CLINTON_W_Dem
121	.332509	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
122	22.806055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
123	9.176034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
124	1.211945	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1
125	26.524242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
126	1.398109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
127	.18203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
128	29.861849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
129	1.11125	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1
130	.017311	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
131	.611059	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
132	.015949	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
133	29.419476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
134	1.779066	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
135	35.572319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
136	3.733712	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
137	33.704865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
138	.930264	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1
139	.015845	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
140	.685717	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1
141	.016235	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
142	32.715557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
143	33.376579	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
144	.720369	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
145	7.252769	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
146	8.656166	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
147	2.549649	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
148	33.866268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
149	3.068389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
150	.442828	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1
151	.186633	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
152	.554305	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
153	.458155	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
154	9.044672	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1
155	7.133711	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
156	54.404911	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
157	55.721424	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
158	13.581137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
159	24.304098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
160	.269088	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1
161	.308694	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1
162	2.779941	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
163	1.441523	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1
164	11.950625	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
165	.016476	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
166	13.918388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
167	7.79343	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1
168	8.418577	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
169	35.332596	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
170	6.091795	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1
171	5.08291	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1
172	7.117739	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0
173	56.696789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
174	.800735	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1
175	5.387936	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1
176	26.765966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
177	1.551029	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1
178	8.543772	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1
179	28.121952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
180	4.049496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
181	25.583891	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
182	2.30625	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1
183	.2007	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
