Splits	Weights	BYRD_R_Dem	INOUYE_D_Dem	THURMOND_J_Rep	KENNEDY_E_Dem	HOLLINGS_E_Dem	STEVENS_T_Rep	SARBANES_P_Dem	BREAUX_J_Dem	COCHRAN_W_Rep	LOTT_C_Rep	BIDEN_J_Dem	DOMENICI_P_Rep	HELMS_J_Rep	BAUCUS_M_Dem	DODD_C_Dem	GRASSLEY_C_Rep	HARKIN_T_Dem	LEAHY_P_Dem	AKAKA_D_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	LUGAR_R_Rep	DASCHLE_T_Dem	GRAMM_W_Rep	NELSON_C_Dem	SNOWE_O_Rep	LEVIN_C_Dem	WARNER_J_Rep	CRAIG_L_Rep	DORGAN_B_Dem	GREGG_J_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	MURKOWSKI_F_Rep	NICKLES_D_Rep	SPECTER_A_Rep	BINGAMAN_J_Dem	KERRY_J_Dem	McCONNELL_A_Rep	ROCKEFELLER_J_Dem	BOXER_B_Dem	CARPER_T_Dem	DeWINE_M_Rep	DURBIN_R_Dem	McCAIN_J_Rep	REID_H_Dem	TORRICELLI_R_Dem	SMITH_R_Rep	BUNNING_J_Rep	INHOFE_J_Rep	JOHNSON_T_Dem	KYL_J_Rep	BOND_C_Rep	CONRAD_K_Dem	GRAHAM_D_Dem	THOMAS_C_Rep	BURNS_C_Rep	KOHL_H_Dem	LIEBERMAN_J_Dem	ALLARD_A_Rep	SANTORUM_R_Rep	REED_J_Dem	ALLEN_G_Rep	LINCOLN_B_Dem	HUTCHINSON_T_Rep	CRAPO_M_Rep	BROWNBACK_S_Rep	ENSIGN_J_Rep	STABENOW_D_Dem	CANTWELL_M_Dem	DAYTON_M_Dem	CARNAHAN_J_Dem	NELSON_E_Dem	CORZINE_J_Dem	CLINTON_H_Dem	FEINSTEIN_D_Dem	HUTCHISON_K_Rep	BENNETT_R_Rep	MURRAY_P_Dem	FEINGOLD_R_Dem	FRIST_W_Rep	THOMPSON_F_Rep	SESSIONS_J_Rep	CLELAND_J_Dem	LANDRIEU_M_Dem	COLLINS_S_Rep	HAGEL_C_Rep	SMITH_G_Rep	ENZI_M_Rep	FITZGERALD_P_Rep	BAYH_E_Dem	EDWARDS_J_Dem	VOINOVICH_G_Rep	MILLER_Z_Dem	CHAFEE_L_Rep	SHELBY_R_Rep	CAMPBELL_B_Rep	BUSH_G_Rep
243	26.464636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
244	.004484	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
245	.183032	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
246	.006784	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
247	23.243479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
248	.473798	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
249	.004787	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
250	21.140295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
251	.67772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
252	.319331	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
253	13.223819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
254	8.694356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
255	.00515	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
256	1.972739	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
257	.663975	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
258	.004857	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
259	.005412	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
260	20.743114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
261	20.248392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
262	30.509624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
263	.005173	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
264	.00454	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
265	.005291	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
266	.008314	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
267	.010098	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
268	.415557	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
269	.007163	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
270	32.742764	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
271	.796552	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
272	.00776	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
273	.009845	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
274	.009924	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
275	.005501	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
276	3.346756	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
277	.00384	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
278	.007028	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
279	.008001	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
280	.005619	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
281	.006296	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
282	26.44735	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
283	.490027	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
284	.006559	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
285	.981033	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
286	1.24415	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
287	.00842	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
288	1.995004	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
289	.007648	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
290	.008702	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
291	.007654	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
292	.007444	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
293	25.29241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
294	.006489	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
295	.391661	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
296	.006647	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
297	.007107	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
298	.004402	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
299	.004986	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
300	.007739	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
301	.009067	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
302	.007516	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
303	.007759	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
304	21.742882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
